0,0.6282877233293321,175.390625
0,0.6714334275987414,185.44921875
1,0.14263087378607855,172.265625
2,0.1212632973988851,177.734375
0,0.5818418290879991,181.4453125
0,0.6714334275987414,185.44921875
1,0.14263087378607855,172.265625
2,0.1212632973988851,177.734375
0,0.5908522817823622,166.2109375
0,0.7204993565877279,167.87109375
1,0.11767306062910292,178.3203125
2,0.08804591629240248,169.140625
0,0.6382428831524319,187.890625
0,0.5798107782999674,176.46484375
1,0.021736376815372042,185.546875
2,0.07900651825798882,187.6953125
0,0.6020959483252631,178.125
1,0.21072951952616373,166.796875
2,0.07980491055382623,174.4140625
0,0.649291976292928,174.4140625
0,0.6714334275987414,185.44921875
1,0.14263087378607855,172.265625
2,0.1212632973988851,177.734375
0,0.6434898588392469,181.25
0,0.6278780937194824,186.5234375
1,0.2082537677552965,187.890625
2,0.055109625392489966,191.6015625
0,0.7305061207877265,200.0
0,0.6714334275987414,185.44921875
1,0.14263087378607855,172.265625
2,0.1212632973988851,177.734375
0,0.732123237186008,166.796875
0,0.6714334275987414,185.44921875
1,0.14263087378607855,172.265625
2,0.1212632973988851,177.734375
